Komoditas,TGl,Harga
Bawang Merah,21/04/22,34229.0
Bawang Merah,22/04/22,34100.0
Bawang Merah,23/04/22,34535.5
Bawang Merah,24/04/22,34535.5
Bawang Merah,25/04/22,34824.0
Bawang Merah,26/04/22,35372.0
Bawang Merah,27/04/22,35756.0
Bawang Merah,28/04/22,36116.0
Bawang Merah,29/04/22,36715.0
Bawang Merah,30/04/22,37956.0
Bawang Merah,01/05/22,38029.0
Bawang Merah,02/05/22,34535.5
Bawang Merah,03/05/22,34535.5
Bawang Merah,04/05/22,38208.0
Bawang Merah,05/05/22,37506.0
Bawang Merah,06/05/22,37833.0
Bawang Merah,07/05/22,38118.0
Bawang Merah,08/05/22,38371.0
Bawang Merah,09/05/22,38777.0
Bawang Merah,10/05/22,38991.0
Bawang Merah,11/05/22,38784.0
Bawang Merah,12/05/22,38705.0
Bawang Merah,13/05/22,39344.0
Bawang Merah,14/05/22,34535.5
Bawang Merah,15/05/22,34535.5
Bawang Merah,16/05/22,34535.5
Bawang Merah,17/05/22,40003.0
Bawang Merah,18/05/22,41834.0
Bawang Merah,19/05/22,41667.0
Bawang Merah,20/05/22,41274.0
Bawang Merah,21/05/22,34535.5
Bawang Merah,22/05/22,34535.5
Bawang Merah,23/05/22,30151.0
Bawang Merah,24/05/22,29824.0
Bawang Merah,25/05/22,29957.0
Bawang Merah,26/05/22,34535.5
Bawang Merah,27/05/22,30139.0
Bawang Merah,28/05/22,29374.0
Bawang Merah,29/05/22,29272.0
Bawang Merah,30/05/22,34535.5
Bawang Merah,31/05/22,34535.5
Bawang Merah,01/06/22,34535.5
Bawang Merah,02/06/22,42596.0
Bawang Merah,03/06/22,42545.0
Bawang Merah,04/06/22,34535.5
Bawang Merah,05/06/22,34535.5
Bawang Merah,11/06/22,34535.5
Bawang Merah,12/06/22,34535.5
Bawang Merah,18/06/22,34535.5
Bawang Merah,19/06/22,34535.5
Bawang Merah,25/06/22,34535.5
Bawang Merah,26/06/22,34535.5
Bawang Merah,02/07/22,34535.5
Bawang Merah,03/07/22,34535.5
Bawang Merah,09/07/22,34535.5
Bawang Merah,10/07/22,34535.5
Bawang Merah,16/07/22,34535.5
Bawang Merah,17/07/22,34535.5
Bawang Merah,23/07/22,34535.5
Bawang Merah,24/07/22,34535.5
Bawang Merah,30/07/22,34535.5
Bawang Merah,31/07/22,34535.5
Bawang Merah,06/08/22,34535.5
Bawang Merah,07/08/22,34535.5
Bawang Merah,13/08/22,34535.5
Bawang Merah,14/08/22,34535.5
Bawang Merah,15/08/22,41356.0
Bawang Merah,16/08/22,40642.0
Bawang Merah,17/08/22,34535.5
Bawang Merah,18/08/22,39383.0
Bawang Merah,19/08/22,39237.0
Bawang Merah,20/08/22,34535.5
Bawang Merah,21/08/22,34535.5
Bawang Merah,22/08/22,38059.0
Bawang Merah,23/08/22,37813.0
Bawang Merah,24/08/22,37589.0
Bawang Merah,25/08/22,37231.0
Bawang Merah,26/08/22,37125.0
Bawang Merah,27/08/22,34535.5
Bawang Merah,28/08/22,34535.5
Bawang Merah,29/08/22,35888.0
Bawang Merah,30/08/22,36079.0
Bawang Merah,31/08/22,35132.0
Bawang Merah,01/09/22,34684.0
Bawang Merah,02/09/22,34460.0
Bawang Merah,03/09/22,34535.5
Bawang Merah,04/09/22,34535.5
Bawang Merah,05/09/22,34393.0
Bawang Merah,06/09/22,34188.0
Bawang Merah,07/09/22,34191.0
Bawang Merah,08/09/22,34376.0
Bawang Merah,09/09/22,34150.0
Bawang Merah,10/09/22,34535.5
Bawang Merah,11/09/22,34535.5
Bawang Merah,12/09/22,34857.0
Bawang Merah,13/09/22,34716.0
Bawang Merah,14/09/22,34851.0
Bawang Merah,15/09/22,34889.0
Bawang Merah,16/09/22,34562.0
Bawang Merah,17/09/22,34535.5
Bawang Merah,18/09/22,34535.5
Bawang Merah,19/09/22,34763.0
Bawang Merah,20/09/22,34630.0
Bawang Merah,21/09/22,34499.0
Bawang Merah,22/09/22,34474.0
Bawang Merah,23/09/22,34376.0
Bawang Merah,24/09/22,34535.5
Bawang Merah,25/09/22,34535.5
Bawang Merah,26/09/22,34189.0
Bawang Merah,27/09/22,33958.0
Bawang Merah,28/09/22,33790.0
Bawang Merah,29/09/22,33504.0
Bawang Merah,30/09/22,33381.0
Bawang Merah,01/10/22,33350.0
Bawang Merah,02/10/22,33384.0
Bawang Merah,03/10/22,33284.0
Bawang Merah,04/10/22,33359.0
Bawang Merah,05/10/22,33514.0
Bawang Merah,06/10/22,34535.5
Bawang Merah,07/10/22,34535.5
Bawang Merah,08/10/22,34535.5
Bawang Merah,09/10/22,34535.5
Bawang Merah,10/10/22,33456.0
Bawang Merah,11/10/22,33693.0
Bawang Merah,12/10/22,33867.0
Bawang Merah,13/10/22,34005.0
Bawang Merah,14/10/22,33964.0
Bawang Merah,15/10/22,34535.5
Bawang Merah,16/10/22,34535.5
Bawang Merah,17/10/22,34178.0
Bawang Merah,18/10/22,33921.0
Bawang Merah,19/10/22,33925.0
Bawang Merah,20/10/22,34018.0
Bawang Merah,21/10/22,34346.0
Bawang Merah,22/10/22,34535.5
Bawang Merah,23/10/22,34535.5
Bawang Merah,24/10/22,34395.0
Bawang Merah,25/10/22,34430.0
Bawang Merah,26/10/22,34566.0
Bawang Merah,27/10/22,34430.0
Bawang Merah,28/10/22,34727.0
Bawang Merah,29/10/22,34535.5
Bawang Merah,30/10/22,34535.5
Bawang Merah,31/10/22,35029.0
Bawang Merah,01/11/22,34875.0
Bawang Merah,02/11/22,34902.0
Bawang Merah,03/11/22,35125.0
Bawang Merah,04/11/22,35102.0
Bawang Merah,05/11/22,34535.5
Bawang Merah,06/11/22,34535.5
Bawang Merah,07/11/22,35623.0
Bawang Merah,08/11/22,35545.0
Bawang Merah,09/11/22,35976.0
Bawang Merah,10/11/22,36250.0
Bawang Merah,11/11/22,36318.0
Bawang Merah,12/11/22,34535.5
Bawang Merah,13/11/22,34535.5
Bawang Merah,14/11/22,36645.0
Bawang Merah,15/11/22,37087.0
Bawang Merah,16/11/22,37230.0
Bawang Merah,17/11/22,37108.0
Bawang Merah,18/11/22,37228.0
Bawang Merah,19/11/22,34535.5
Bawang Merah,20/11/22,34535.5
Bawang Merah,21/11/22,37137.0
Bawang Merah,22/11/22,37371.0
Bawang Merah,23/11/22,37106.0
Bawang Merah,24/11/22,36792.0
Bawang Merah,25/11/22,36765.0
Bawang Merah,26/11/22,34535.5
Bawang Merah,27/11/22,34535.5
Bawang Merah,28/11/22,36887.0
Bawang Merah,29/11/22,36864.0
Bawang Merah,30/11/22,36969.0
Bawang Merah,01/12/22,37024.0
Bawang Merah,01/12/22,37024.0
Bawang Merah,02/12/22,37142.0
Bawang Merah,02/12/22,37142.0
Bawang Merah,03/12/22,34535.5
Bawang Merah,03/12/22,34535.5
Bawang Merah,04/12/22,34535.5
Bawang Merah,04/12/22,34535.5
Bawang Merah,05/12/22,36963.0
Bawang Merah,05/12/22,36963.0
Bawang Merah,06/12/22,36998.0
Bawang Merah,06/12/22,36998.0
Bawang Merah,07/12/22,37006.0
Bawang Merah,07/12/22,37006.0
Bawang Merah,08/12/22,37351.0
Bawang Merah,08/12/22,37351.0
Bawang Merah,09/12/22,37423.0
Bawang Merah,09/12/22,37423.0
Bawang Merah,10/12/22,34535.5
Bawang Merah,10/12/22,34535.5
Bawang Merah,11/12/22,34535.5
Bawang Merah,11/12/22,34535.5
Bawang Merah,12/12/22,37514.0
Bawang Merah,12/12/22,37514.0
Bawang Merah,13/12/22,37324.0
Bawang Merah,13/12/22,37324.0
Bawang Merah,14/12/22,37671.0
Bawang Merah,14/12/22,37671.0
Bawang Merah,15/12/22,37516.0
Bawang Merah,15/12/22,37516.0
Bawang Merah,16/12/22,37499.0
Bawang Merah,16/12/22,37499.0
Bawang Merah,17/12/22,34535.5
Bawang Merah,17/12/22,34535.5
Bawang Merah,18/12/22,34535.5
Bawang Merah,18/12/22,34535.5
Bawang Merah,19/12/22,37708.0
Bawang Merah,19/12/22,37708.0
Bawang Merah,20/12/22,37965.0
Bawang Merah,20/12/22,37965.0
Bawang Merah,21/12/22,37789.0
Bawang Merah,21/12/22,37789.0
Bawang Merah,22/12/22,38009.0
Bawang Merah,22/12/22,38009.0
Bawang Merah,23/12/22,37825.0
Bawang Merah,23/12/22,37825.0
Bawang Merah,24/12/22,34535.5
Bawang Merah,24/12/22,34535.5
Bawang Merah,25/12/22,34535.5
Bawang Merah,25/12/22,34535.5
Bawang Merah,26/12/22,37595.0
Bawang Merah,26/12/22,37595.0
Bawang Merah,27/12/22,37543.0
Bawang Merah,27/12/22,37543.0
Bawang Merah,28/12/22,37344.0
Bawang Merah,28/12/22,37344.0
Bawang Merah,29/12/22,37736.0
Bawang Merah,29/12/22,37736.0
Bawang Merah,30/12/22,37837.0
Bawang Merah,30/12/22,37837.0
Bawang Merah,31/12/22,34535.5
Bawang Merah,31/12/22,34535.5
